Componente,Variable en Figma,Token en el tema,La usa una capa de Figma,La lee el CSS de PrimeNG,Veredicto,bloque,capa de Figma,selector CSS,accionable,motivo,revisado
multiselect,hover/border/color,--p-multiselect-hover-border-color,sí,sí,conectada,,,,,,
multiselect,invalid/border/color,--p-multiselect-invalid-border-color,sí,sí,conectada,,,,,,
multiselect,invalid/placeholder/color,--p-multiselect-invalid-placeholder-color,sí,sí,conectada,,,,,,
multiselect,lg/font/size,--p-multiselect-lg-font-size,sí,sí,conectada,,,,,,
multiselect,lg/padding/x,--p-multiselect-lg-padding-x,sí,sí,conectada,,,,,,
multiselect,lg/padding/y,--p-multiselect-lg-padding-y,sí,sí,conectada,,,,,,
multiselect,list/gap,--p-multiselect-list-gap,sí,sí,conectada,,,,,,
multiselect,list/header/padding/bottom,--p-multiselect-list-header-padding,sí,sí,conectada,,,,,,
multiselect,list/header/padding/left,--p-multiselect-list-header-padding,sí,sí,conectada,,,,,,
multiselect,list/header/padding/right,--p-multiselect-list-header-padding,sí,sí,conectada,,,,,,
multiselect,list/header/padding/top,--p-multiselect-list-header-padding,sí,sí,conectada,,,,,,
multiselect,list/padding/x,--p-multiselect-list-padding,sí,sí,conectada,,,,,,
multiselect,list/padding/y,--p-multiselect-list-padding,sí,sí,conectada,,,,,,
multiselect,option/border/radius,--p-multiselect-option-border-radius,sí,sí,conectada,,,,,,
multiselect,option/color,--p-multiselect-option-color,sí,sí,conectada,,,,,,
multiselect,option/focus/background,--p-multiselect-option-focus-background,sí,sí,conectada,,,,,,
multiselect,option/focus/color,--p-multiselect-option-focus-color,sí,sí,conectada,,,,,,
multiselect,option/gap,--p-multiselect-option-gap,sí,sí,conectada,,,,,,
multiselect,option/group/background,--p-multiselect-option-group-background,sí,sí,conectada,,,,,,
multiselect,option/group/color,--p-multiselect-option-group-color,sí,sí,conectada,,,,,,
multiselect,option/group/font/weight,--p-multiselect-option-group-font-weight,sí,sí,conectada,,,,,,
multiselect,option/group/padding/x,--p-multiselect-option-group-padding,sí,sí,conectada,,,,,,
multiselect,option/group/padding/y,--p-multiselect-option-group-padding,sí,sí,conectada,,,,,,
multiselect,option/padding/x,--p-multiselect-option-padding,sí,sí,conectada,,,,,,
multiselect,option/padding/y,--p-multiselect-option-padding,sí,sí,conectada,,,,,,
multiselect,option/selected/background,--p-multiselect-option-selected-background,sí,sí,conectada,,,,,,
multiselect,option/selected/color,--p-multiselect-option-selected-color,sí,sí,conectada,,,,,,
multiselect,option/selected/focus/background,--p-multiselect-option-selected-focus-background,no,sí,Figma no la usa,option,no hay capa,.p-multiselect-option-selected.p-focus,no,FALTA DIBUJARLO: idem,2026-09-03
multiselect,option/selected/focus/color,--p-multiselect-option-selected-focus-color,no,sí,Figma no la usa,option,no hay capa,.p-multiselect-option-selected.p-focus,no,FALTA DIBUJARLO: idem,2026-09-03
multiselect,overlay/background,--p-multiselect-overlay-background,sí,sí,conectada,,,,,,
multiselect,overlay/border/color,--p-multiselect-overlay-border-color,sí,sí,conectada,,,,,,
multiselect,overlay/border/radius,--p-multiselect-overlay-border-radius,sí,sí,conectada,,,,,,
multiselect,overlay/color,--p-multiselect-overlay-color,no,sí,Figma no la usa,overlay,no hay capa,.p-multiselect-overlay { color },no,idem,2026-09-03
multiselect,padding/x,--p-multiselect-padding-x,sí,sí,conectada,,,,,,
multiselect,padding/y,--p-multiselect-padding-y,sí,sí,conectada,,,,,,
multiselect,placeholder/color,--p-multiselect-placeholder-color,sí,sí,conectada,,,,,,
multiselect,sm/font/size,--p-multiselect-sm-font-size,sí,sí,conectada,,,,,,
multiselect,sm/padding/x,--p-multiselect-sm-padding-x,sí,sí,conectada,,,,,,
multiselect,sm/padding/y,--p-multiselect-sm-padding-y,sí,sí,conectada,,,,,,
multiselect,,--p-multiselect-empty-message-padding,,sí,solo web,,,,,,
multiselect,,--p-multiselect-focus-ring-shadow,,sí,solo web,,,,,,
multiselect,,--p-multiselect-focus-ring-style,,sí,solo web,,,,,,
multiselect,,--p-multiselect-overlay-shadow,,sí,solo web,,,,,,
multiselect,,--p-multiselect-shadow,,sí,solo web,,,,,,
multiselect,,--p-multiselect-transition-duration,,sí,solo web,,,,,,
radiobutton,background,--p-radiobutton-background,sí,sí,conectada,,,,,,
radiobutton,border/color,--p-radiobutton-border-color,sí,sí,conectada,,,,,,
radiobutton,checked/background,--p-radiobutton-checked-background,sí,sí,conectada,,,,,,
radiobutton,checked/border/color,--p-radiobutton-checked-border-color,sí,sí,conectada,,,,,,
radiobutton,checked/disabled/border/color,--p-radiobutton-checked-disabled-border-color,sí,sí,conectada,,,,,,
radiobutton,checked/focus/border/color,--p-radiobutton-checked-focus-border-color,sí,sí,conectada,,,,,,
radiobutton,checked/hover/background,--p-radiobutton-checked-hover-background,sí,sí,conectada,,,,,,
radiobutton,checked/hover/border/color,--p-radiobutton-checked-hover-border-color,sí,sí,conectada,,,,,,
radiobutton,disabled/background,--p-radiobutton-disabled-background,sí,sí,conectada,,,,,,
radiobutton,filled/background,--p-radiobutton-filled-background,sí,sí,conectada,,,,,,
radiobutton,focus/border/color,--p-radiobutton-focus-border-color,sí,sí,conectada,,,,,,
radiobutton,focus/ring/color,--p-radiobutton-focus-ring-color,sí,sí,conectada,,,,,,
radiobutton,focus/ring/offset,--p-radiobutton-focus-ring-offset,sí,sí,conectada,,,,,,
radiobutton,focus/ring/width,--p-radiobutton-focus-ring-width,no,sí,Figma no la usa,focusRing,no hay capa,outline-width,no,"anillo de foco: la capa dibuja hueco + anillo, la suma de dos tokens, y Figma no suma",2026-09-03
radiobutton,height,--p-radiobutton-height,sí,sí,conectada,,,,,,
radiobutton,hover/border/color,--p-radiobutton-hover-border-color,sí,sí,conectada,,,,,,
radiobutton,icon/checked/color,--p-radiobutton-icon-checked-color,sí,sí,conectada,,,,,,
radiobutton,icon/checked/hover/color,--p-radiobutton-icon-checked-hover-color,sí,sí,conectada,,,,,,
radiobutton,icon/disabled/color,--p-radiobutton-icon-disabled-color,sí,sí,conectada,,,,,,
radiobutton,icon/lg/size,--p-radiobutton-icon-lg-size,sí,sí,conectada,,,,,,
radiobutton,icon/size,--p-radiobutton-icon-size,sí,sí,conectada,,,,,,
radiobutton,icon/sm/size,--p-radiobutton-icon-sm-size,sí,sí,conectada,,,,,,
radiobutton,invalid/border/color,--p-radiobutton-invalid-border-color,no,sí,Figma no la usa,root,no hay capa,.p-radiobutton.p-invalid,no,FALTA DIBUJARLO: no hay variante inválida,2026-09-03
radiobutton,lg/height,--p-radiobutton-lg-height,sí,sí,conectada,,,,,,
radiobutton,lg/width,--p-radiobutton-lg-width,sí,sí,conectada,,,,,,
radiobutton,sm/height,--p-radiobutton-sm-height,sí,sí,conectada,,,,,,
radiobutton,sm/width,--p-radiobutton-sm-width,sí,sí,conectada,,,,,,
radiobutton,width,--p-radiobutton-width,sí,sí,conectada,,,,,,
radiobutton,,--p-radiobutton-focus-ring-shadow,,sí,solo web,,,,,,
radiobutton,,--p-radiobutton-focus-ring-style,,sí,solo web,,,,,,
radiobutton,,--p-radiobutton-shadow,,sí,solo web,,,,,,
radiobutton,,--p-radiobutton-transition-duration,,sí,solo web,,,,,,
select,background,--p-select-background,sí,sí,conectada,,,,,,
select,border/color,--p-select-border-color,sí,sí,conectada,,,,,,
select,border/radius,--p-select-border-radius,sí,sí,conectada,,,,,,
select,checkmark/color,--p-select-checkmark-color,no,sí,Figma no la usa,option,no hay capa,.p-select-option-check-icon,no,FALTA DIBUJARLO: el DS no dibuja el check de la opción,2026-09-03
select,checkmark/gutter/end,--p-select-checkmark-gutter-end,no,sí,Figma no la usa,option,no hay capa,.p-select-option-check-icon,no,FALTA DIBUJARLO: idem,2026-09-03
select,checkmark/gutter/start,--p-select-checkmark-gutter-start,no,sí,Figma no la usa,option,no hay capa,.p-select-option-check-icon,no,FALTA DIBUJARLO: idem,2026-09-03
select,clear/icon/color,--p-select-clear-icon-color,sí,sí,conectada,,,,,,
select,color,--p-select-color,sí,sí,conectada,,,,,,
select,disabled/background,--p-select-disabled-background,sí,sí,conectada,,,,,,
select,disabled/color,--p-select-disabled-color,sí,sí,conectada,,,,,,
select,dropdown/color,--p-select-dropdown-color,sí,sí,conectada,,,,,,
select,dropdown/width,--p-select-dropdown-width,sí,sí,conectada,,,,,,
select,filled/background,--p-select-filled-background,sí,sí,conectada,,,,,,
select,filled/focus/background,--p-select-filled-focus-background,sí,sí,conectada,,,,,,
select,filled/hover/background,--p-select-filled-hover-background,sí,sí,conectada,,,,,,
select,focus/border/color,--p-select-focus-border-color,sí,sí,conectada,,,,,,
select,focus/ring/color,--p-select-focus-ring-color,no,sí,Figma no la usa,focusRing,no hay capa,,no,"el foco se dibuja como cambio de color de borde (select/focus/border/color) más sombra, no como anillo",2026-09-03
select,focus/ring/offset,--p-select-focus-ring-offset,no,sí,Figma no la usa,focusRing,no hay capa,,no,"el foco se dibuja como cambio de color de borde (select/focus/border/color) más sombra, no como anillo",2026-09-03
select,focus/ring/width,--p-select-focus-ring-width,no,sí,Figma no la usa,focusRing,no hay capa,,no,"el foco se dibuja como cambio de color de borde (select/focus/border/color) más sombra, no como anillo",2026-09-03
select,hover/border/color,--p-select-hover-border-color,sí,sí,conectada,,,,,,
select,invalid/border/color,--p-select-invalid-border-color,sí,sí,conectada,,,,,,
select,invalid/placeholder/color,--p-select-invalid-placeholder-color,sí,sí,conectada,,,,,,
select,lg/font/size,--p-select-lg-font-size,sí,sí,conectada,,,,,,
select,lg/padding/x,--p-select-lg-padding-x,sí,sí,conectada,,,,,,
select,lg/padding/y,--p-select-lg-padding-y,sí,sí,conectada,,,,,,
select,list/gap,--p-select-list-gap,sí,sí,conectada,,,,,,
select,list/header/padding/bottom,--p-select-list-header-padding,sí,sí,conectada,,,,,,
select,list/header/padding/left,--p-select-list-header-padding,sí,sí,conectada,,,,,,
select,list/header/padding/right,--p-select-list-header-padding,sí,sí,conectada,,,,,,
select,list/header/padding/top,--p-select-list-header-padding,sí,sí,conectada,,,,,,
select,list/padding/x,--p-select-list-padding,sí,sí,conectada,,,,,,
select,list/padding/y,--p-select-list-padding,sí,sí,conectada,,,,,,
select,option/border/radius,--p-select-option-border-radius,sí,sí,conectada,,,,,,
select,option/color,--p-select-option-color,sí,sí,conectada,,,,,,
select,option/focus/background,--p-select-option-focus-background,sí,sí,conectada,,,,,,
select,option/focus/color,--p-select-option-focus-color,sí,sí,conectada,,,,,,
select,option/group/background,--p-select-option-group-background,sí,sí,conectada,,,,,,
select,option/group/color,--p-select-option-group-color,sí,sí,conectada,,,,,,
select,option/group/font/weight,--p-select-option-group-font-weight,sí,sí,conectada,,,,,,
select,option/group/padding/x,--p-select-option-group-padding,sí,sí,conectada,,,,,,
select,option/group/padding/y,--p-select-option-group-padding,sí,sí,conectada,,,,,,
select,option/padding/x,--p-select-option-padding,sí,sí,conectada,,,,,,
select,option/padding/y,--p-select-option-padding,sí,sí,conectada,,,,,,
select,option/selected/background,--p-select-option-selected-background,sí,sí,conectada,,,,,,
select,option/selected/color,--p-select-option-selected-color,sí,sí,conectada,,,,,,
select,option/selected/focus/background,--p-select-option-selected-focus-background,no,sí,Figma no la usa,option,no hay capa,.p-select-option-selected.p-focus,no,FALTA DIBUJARLO: no existe la variante seleccionada+foco,2026-09-03
select,option/selected/focus/color,--p-select-option-selected-focus-color,no,sí,Figma no la usa,option,no hay capa,.p-select-option-selected.p-focus,no,FALTA DIBUJARLO: idem,2026-09-03
select,overlay/background,--p-select-overlay-background,sí,sí,conectada,,,,,,
select,overlay/border/color,--p-select-overlay-border-color,sí,sí,conectada,,,,,,
select,overlay/border/radius,--p-select-overlay-border-radius,sí,sí,conectada,,,,,,
select,overlay/color,--p-select-overlay-color,no,sí,Figma no la usa,overlay,no hay capa,.p-select-overlay { color },no,"color de texto heredado del panel; en Figma cada texto lleva el suyo",2026-09-03
select,padding/x,--p-select-padding-x,sí,sí,conectada,,,,,,
select,padding/y,--p-select-padding-y,sí,sí,conectada,,,,,,
select,placeholder/color,--p-select-placeholder-color,sí,sí,conectada,,,,,,
select,sm/font/size,--p-select-sm-font-size,sí,sí,conectada,,,,,,
select,sm/padding/x,--p-select-sm-padding-x,sí,sí,conectada,,,,,,
select,sm/padding/y,--p-select-sm-padding-y,sí,sí,conectada,,,,,,
select,,--p-select-empty-message-padding,,sí,solo web,,,,,,
select,,--p-select-focus-ring-shadow,,sí,solo web,,,,,,
select,,--p-select-focus-ring-style,,sí,solo web,,,,,,
select,,--p-select-overlay-shadow,,sí,solo web,,,,,,
select,,--p-select-shadow,,sí,solo web,,,,,,
select,,--p-select-transition-duration,,sí,solo web,,,,,,
tag,border/radius,--p-tag-border-radius,sí,sí,conectada,,,,,,
tag,contrast/background,--p-tag-contrast-background,sí,sí,conectada,,,,,,
tag,contrast/color,--p-tag-contrast-color,sí,sí,conectada,,,,,,
tag,danger/background,--p-tag-danger-background,sí,sí,conectada,,,,,,
tag,danger/color,--p-tag-danger-color,sí,sí,conectada,,,,,,
tag,figma/container/background,,no,,solo Figma,,,,,,
tag,font/size,--p-tag-font-size,sí,sí,conectada,,,,,,
tag,font/weight,--p-tag-font-weight,sí,sí,conectada,,,,,,
tag,gap,--p-tag-gap,sí,sí,conectada,,,,,,
tag,icon/size,--p-tag-icon-size,sí,sí,conectada,,,,,,
tag,info/background,--p-tag-info-background,sí,sí,conectada,,,,,,
tag,info/color,--p-tag-info-color,sí,sí,conectada,,,,,,
tag,padding/x,--p-tag-padding,sí,sí,conectada,,,,,,
tag,padding/y,--p-tag-padding,sí,sí,conectada,,,,,,
tag,primary/background,--p-tag-primary-background,sí,sí,conectada,,,,,,
tag,primary/color,--p-tag-primary-color,sí,sí,conectada,,,,,,
tag,rounded/border/radius,--p-tag-rounded-border-radius,sí,sí,conectada,,,,,,
tag,secondary/background,--p-tag-secondary-background,sí,sí,conectada,,,,,,
tag,secondary/color,--p-tag-secondary-color,sí,sí,conectada,,,,,,
tag,success/background,--p-tag-success-background,sí,sí,conectada,,,,,,
tag,success/color,--p-tag-success-color,sí,sí,conectada,,,,,,
tag,warn/background,--p-tag-warn-background,sí,sí,conectada,,,,,,
tag,warn/color,--p-tag-warn-color,sí,sí,conectada,,,,,,
toast,blur,--p-toast-blur,sí,sí,conectada,,,,,,
toast,border/radius,--p-toast-border-radius,sí,sí,conectada,,,,,,
toast,border/width,--p-toast-border-width,sí,sí,conectada,root,"toast, 6 variantes",.p-toast-message-* { border-width },HECHO,"atadas 6 capas, sin cambio visual",2026-09-03
toast,close/button/border/radius,--p-toast-close-button-border-radius,sí,sí,conectada,,,,,,
toast,close/button/focus/ring/offset,--p-toast-close-button-focus-ring-offset,sí,no,espejismo,,,,,,
toast,close/button/focus/ring/width,--p-toast-close-button-focus-ring-width,no,no,muerta,closeButton,no hay capa,ninguno,no,PrimeNG tampoco la lee: usa el anillo global,2026-09-03
toast,close/button/height,--p-toast-close-button-height,sí,sí,conectada,,,,,,
toast,close/button/width,--p-toast-close-button-width,sí,sí,conectada,,,,,,
toast,close/icon/size,--p-toast-close-icon-size,sí,sí,conectada,,,,,,
toast,content/gap,--p-toast-content-gap,sí,sí,conectada,,,,,,
toast,content/padding,--p-toast-content-padding,sí,sí,conectada,,,,,,
toast,contrast/background,--p-toast-contrast-background,sí,sí,conectada,,,,,,
toast,contrast/border/color,--p-toast-contrast-border-color,sí,sí,conectada,,,,,,
toast,contrast/close/button/focus/ring/color,--p-toast-contrast-close-button-focus-ring-color,sí,sí,conectada,,,,,,
toast,contrast/close/button/hover/background,--p-toast-contrast-close-button-hover-background,sí,sí,conectada,,,,,,
toast,contrast/color,--p-toast-contrast-color,sí,sí,conectada,,,,,,
toast,contrast/detail/color,--p-toast-contrast-detail-color,sí,sí,conectada,,,,,,
toast,detail/font/size,--p-toast-detail-font-size,sí,sí,conectada,,,,,,
toast,detail/font/weight,--p-toast-detail-font-weight,sí,sí,conectada,,,,,,
toast,error/background,--p-toast-error-background,sí,sí,conectada,,,,,,
toast,error/border/color,--p-toast-error-border-color,sí,sí,conectada,,,,,,
toast,error/close/button/focus/ring/color,--p-toast-error-close-button-focus-ring-color,sí,sí,conectada,,,,,,
toast,error/close/button/hover/background,--p-toast-error-close-button-hover-background,sí,sí,conectada,,,,,,
toast,error/color,--p-toast-error-color,sí,sí,conectada,,,,,,
toast,error/detail/color,--p-toast-error-detail-color,sí,sí,conectada,,,,,,
toast,icon/size,--p-toast-icon-size,sí,sí,conectada,,,,,,
toast,info/background,--p-toast-info-background,sí,sí,conectada,,,,,,
toast,info/border/color,--p-toast-info-border-color,sí,sí,conectada,,,,,,
toast,info/close/button/focus/ring/color,--p-toast-info-close-button-focus-ring-color,sí,sí,conectada,,,,,,
toast,info/close/button/hover/background,--p-toast-info-close-button-hover-background,sí,sí,conectada,,,,,,
toast,info/color,--p-toast-info-color,sí,sí,conectada,,,,,,
toast,info/detail/color,--p-toast-info-detail-color,sí,sí,conectada,,,,,,
toast,secondary/background,--p-toast-secondary-background,sí,sí,conectada,,,,,,
toast,secondary/border/color,--p-toast-secondary-border-color,sí,sí,conectada,,,,,,
toast,secondary/close/button/focus/ring/color,--p-toast-secondary-close-button-focus-ring-color,sí,sí,conectada,,,,,,
toast,secondary/close/button/hover/background,--p-toast-secondary-close-button-hover-background,sí,sí,conectada,,,,,,
toast,secondary/color,--p-toast-secondary-color,sí,sí,conectada,,,,,,
toast,secondary/detail/color,--p-toast-secondary-detail-color,sí,sí,conectada,,,,,,
toast,success/background,--p-toast-success-background,sí,sí,conectada,,,,,,
toast,success/border/color,--p-toast-success-border-color,sí,sí,conectada,,,,,,
toast,success/close/button/focus/ring/color,--p-toast-success-close-button-focus-ring-color,sí,sí,conectada,,,,,,
toast,success/close/button/hover/background,--p-toast-success-close-button-hover-background,sí,sí,conectada,,,,,,
toast,success/color,--p-toast-success-color,sí,sí,conectada,,,,,,
toast,success/detail/color,--p-toast-success-detail-color,sí,sí,conectada,,,,,,
toast,summary/font/size,--p-toast-summary-font-size,sí,sí,conectada,,,,,,
toast,summary/font/weight,--p-toast-summary-font-weight,sí,sí,conectada,,,,,,
toast,text/gap,--p-toast-text-gap,sí,sí,conectada,,,,,,
toast,warn/background,--p-toast-warn-background,sí,sí,conectada,,,,,,
toast,warn/border/color,--p-toast-warn-border-color,sí,sí,conectada,,,,,,
toast,warn/close/button/focus/ring/color,--p-toast-warn-close-button-focus-ring-color,sí,sí,conectada,,,,,,
toast,warn/close/button/hover/background,--p-toast-warn-close-button-hover-background,sí,sí,conectada,,,,,,
toast,warn/color,--p-toast-warn-color,sí,sí,conectada,,,,,,
toast,warn/detail/color,--p-toast-warn-detail-color,sí,sí,conectada,,,,,,
toast,width,--p-toast-width,sí,sí,conectada,,,,,,
toast,,--p-toast-close-button-focus-ring-style,,no,solo web,,,,,,
toast,,--p-toast-contrast-close-button-focus-ring-shadow,,sí,solo web,,,,,,
toast,,--p-toast-contrast-shadow,,sí,solo web,,,,,,
toast,,--p-toast-error-close-button-focus-ring-shadow,,sí,solo web,,,,,,
toast,,--p-toast-error-shadow,,sí,solo web,,,,,,
toast,,--p-toast-info-close-button-focus-ring-shadow,,sí,solo web,,,,,,
toast,,--p-toast-info-shadow,,sí,solo web,,,,,,
toast,,--p-toast-secondary-close-button-focus-ring-shadow,,sí,solo web,,,,,,
toast,,--p-toast-secondary-shadow,,sí,solo web,,,,,,
toast,,--p-toast-success-close-button-focus-ring-shadow,,sí,solo web,,,,,,
toast,,--p-toast-success-shadow,,sí,solo web,,,,,,
toast,,--p-toast-transition-duration,,sí,solo web,,,,,,
toast,,--p-toast-warn-close-button-focus-ring-shadow,,sí,solo web,,,,,,
toast,,--p-toast-warn-shadow,,sí,solo web,,,,,,
toggleswitch,background,--p-toggleswitch-background,sí,sí,conectada,,,,,,
toggleswitch,border/color,--p-toggleswitch-border-color,sí,sí,conectada,,,,,,
toggleswitch,border/radius,--p-toggleswitch-border-radius,sí,sí,conectada,,,,,,
toggleswitch,border/width,--p-toggleswitch-border-width,sí,sí,conectada,root,"raíz + capa interna, 16 capas",.p-toggleswitch-slider { border-width },HECHO,"atadas 16 capas, sin cambio visual",2026-09-03
toggleswitch,checked/background,--p-toggleswitch-checked-background,sí,sí,conectada,,,,,,
toggleswitch,checked/border/color,--p-toggleswitch-checked-border-color,sí,sí,conectada,,,,,,
toggleswitch,checked/hover/background,--p-toggleswitch-checked-hover-background,sí,sí,conectada,,,,,,
toggleswitch,checked/hover/border/color,--p-toggleswitch-checked-hover-border-color,sí,sí,conectada,,,,,,
toggleswitch,disabled/background,--p-toggleswitch-disabled-background,sí,sí,conectada,,,,,,
toggleswitch,focus/ring/color,--p-toggleswitch-focus-ring-color,sí,sí,conectada,,,,,,
toggleswitch,focus/ring/offset,--p-toggleswitch-focus-ring-offset,sí,sí,conectada,,,,,,
toggleswitch,focus/ring/width,--p-toggleswitch-focus-ring-width,no,sí,Figma no la usa,focusRing,no hay capa,outline-width,no,"anillo de foco: la capa dibuja hueco + anillo, la suma de dos tokens, y Figma no suma",2026-09-03
toggleswitch,gap,--p-toggleswitch-gap,sí,sí,conectada,,,,,,
toggleswitch,handle/background,--p-toggleswitch-handle-background,sí,sí,conectada,,,,,,
toggleswitch,handle/border/radius,--p-toggleswitch-handle-border-radius,sí,sí,conectada,,,,,,
toggleswitch,handle/checked/background,--p-toggleswitch-handle-checked-background,sí,sí,conectada,,,,,,
toggleswitch,handle/checked/color,--p-toggleswitch-handle-checked-color,no,sí,Figma no la usa,handle,no hay capa,.p-toggleswitch-handle { color },no,idem,2026-09-03
toggleswitch,handle/checked/hover/background,--p-toggleswitch-handle-checked-hover-background,sí,sí,conectada,handle,handle de las 4 variantes hover+marcado,.p-toggleswitch-checked:has(:hover) .p-toggleswitch-handle,HECHO,atadas 4 capas,2026-09-03
toggleswitch,handle/checked/hover/color,--p-toggleswitch-handle-checked-hover-color,no,sí,Figma no la usa,handle,no hay capa,.p-toggleswitch-handle { color },no,idem,2026-09-03
toggleswitch,handle/color,--p-toggleswitch-handle-color,no,sí,Figma no la usa,handle,no hay capa,.p-toggleswitch-handle { color },no,"es el color de un icono dentro del handle; el nuestro va vacío",2026-09-03
toggleswitch,handle/disabled/background,--p-toggleswitch-handle-disabled-background,sí,sí,conectada,,,,,,
toggleswitch,handle/hover/background,--p-toggleswitch-handle-hover-background,sí,sí,conectada,handle,handle de las 4 variantes con hover,.p-toggleswitch:has(:hover) .p-toggleswitch-handle,HECHO,atadas 4 capas,2026-09-03
toggleswitch,handle/hover/color,--p-toggleswitch-handle-hover-color,no,sí,Figma no la usa,handle,no hay capa,.p-toggleswitch-handle { color },no,idem,2026-09-03
toggleswitch,handle/size,--p-toggleswitch-handle-size,sí,sí,conectada,,,,,,
toggleswitch,height,--p-toggleswitch-height,sí,sí,conectada,,,,,,
toggleswitch,hover/background,--p-toggleswitch-hover-background,sí,sí,conectada,,,,,,
toggleswitch,hover/border/color,--p-toggleswitch-hover-border-color,sí,sí,conectada,,,,,,
toggleswitch,invalid/border/color,--p-toggleswitch-invalid-border-color,sí,sí,conectada,,,,,,
toggleswitch,width,--p-toggleswitch-width,sí,sí,conectada,,,,,,
toggleswitch,,--p-toggleswitch-focus-ring-shadow,,sí,solo web,,,,,,
toggleswitch,,--p-toggleswitch-focus-ring-style,,sí,solo web,,,,,,
toggleswitch,,--p-toggleswitch-shadow,,sí,solo web,,,,,,
toggleswitch,,--p-toggleswitch-slide-duration,,sí,solo web,,,,,,
toggleswitch,,--p-toggleswitch-transition-duration,,sí,solo web,,,,,,
button,(hallazgo) icono DERECHO de button-small,-,sí,sí,mal apuntada,root,"144 capas de 311 variantes con dos iconos; ej. 7593:168731",.p-button-icon (hereda el color del botón),PENDIENTE DE DECISIÓN,"el icono derecho usa la variable REMOTA «Icon» de la librería (#8f97a3) en vez del color del botón (#6f7784 en secondary). En button y button-large la MISMA variante lo hace bien, y el icono izquierdo del mismo botón también. Cambia el dibujo: pasa del gris de librería al color del botón",2026-09-03
inputtext,(hallazgo) 3 capas con variables remotas,-,sí,-,mal apuntada,?,3 capas,-,PENDIENTE DE ANÁLISIS,"usan las remotas White/100% y Black/100% de la librería en vez de variables del DS; sin analizar todavía",2026-09-03
(fuera de componente),component/custommodal/* (27 tokens),--p-component-custommodal-*,sí,NO,muerta en el tema,custommodal,"existe en Figma, fuera de un componente",ninguno,PENDIENTE DE DECISIÓN,"medido con el modal ABIERTO en su página: 0 de 27 usados. Su componente lee 53 variables --sc-custom-modal-* del paquete de estilos, no del tema. El modelo está duplicado en dos canales y el del tema está muerto",2026-09-03
(fuera de componente),semantic/presence/* (5) y text/accent,"--p-presence-*, --p-text-accent",sí,NO,muerta en el tema,semantic,"existe en Figma, fuera de un componente",ninguno,PENDIENTE DE ANÁLISIS,"publicados por el tema y sin ningún uso en su CSS; son extensiones nuestras",2026-09-03
(fuera de componente),colección App: app/font/size y 5 más,(no existe),sí (2.795 capas),-,conectada por el primitivo,app,"app/font/size en 1.773 capas, app/card/background en 518",".p-component.p-button, .p-inputtext... { font-size: var(--p-app-typography-md-font-size) } (nuestro bloque css del preset)",no,"NO está roto. app/font/size (dibujo) y app/typography/md/fontSize (tema) son DOS variables distintas que las dos apuntan al mismo primitivo typography/font/size/200 = 14, así que hoy coinciden. El 14 llega a la web por NUESTRO bloque CSS, que pisa el .p-button { font-size: 1rem } de PrimeNG. Riesgo de mantenimiento: si se mueve una y no la otra, el dibujo y la web divergen. No es un fallo, es duplicidad de nombres",2026-09-03
(fuera de componente),"app/typography/* (10, colección Custom)",--p-app-typography-*,casi no,sí,Figma no la usa,app,"solo sm/lineHeight, en 17 capas; las otras 9 a cero",nuestro sc-typography.css,PENDIENTE DE ANÁLISIS,"el puente nuevo lo publica el tema y lo lee nuestro bloque CSS; el dibujo usa la colección App, que apunta al mismo primitivo. Dos nombres para lo mismo: uno dibuja y otro viaja",2026-09-03
(fuera de componente),paleta cruda sin usar,"--p-stone-*, --p-neutral-*, --p-zinc-* y 13 rampas mas",-,NO,solo web,primitivos,-,ninguno,no,normal: PrimeNG publica todas las rampas de color y un tema solo gasta las suyas. Son ~199 de los 244 tokens semánticos sin uso,2026-09-03
